store_id,upc_code,item_name,date,amount,quantity,unit_price,category,size,msu
90,00000000713115,SWEET FRENCH ROU,2014-01-02,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-03,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-04,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-05,41.25,11.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-06,41.25,11.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-07,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-08,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-09,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-10,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-11,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-12,52.5,14.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-13,45.0,12.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-14,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-15,11.25,3.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-16,26.25,7.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-17,41.25,11.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-18,41.25,11.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-19,45.0,12.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-20,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-21,18.75,5.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-22,41.25,11.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-23,26.25,7.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-24,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-25,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-26,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-27,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-28,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-29,3.75,1.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-30,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-01-31,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-01,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-02,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-03,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-04,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-05,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-06,15.0,4.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-07,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-08,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-09,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-10,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-11,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-12,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-13,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-14,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-15,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-16,15.0,4.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-17,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-18,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-19,15.0,4.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-20,15.0,4.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-21,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-22,48.75,13.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-23,63.75,17.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-24,26.25,7.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-25,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-26,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-27,15.0,4.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-02-28,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-01,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-02,48.75,13.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-03,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-04,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-05,11.25,3.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-06,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-07,7.5,2.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-08,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-09,26.25,7.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-10,26.25,7.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-11,45.0,12.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-12,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-13,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-14,37.5,10.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-15,26.25,7.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-16,33.75,9.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-17,30.0,8.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-18,22.5,6.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-19,18.75,5.0,3.75,,,1
90,00000000713115,SWEET FRENCH ROU,2014-03-20,30.0,8.0,3.75,,,1
