store_id,upc_code,item_name,date,amount,quantity,unit_price,category,size,msu
90,00271292000003,SOURDOUGH SLICED,2014-01-02,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-03,22.0,4.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-04,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-05,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-06,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-07,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-08,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-09,33.0,6.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-10,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-11,49.5,9.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-12,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-13,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-14,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-15,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-16,27.5,5.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-17,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-18,33.0,6.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-19,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-20,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-21,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-22,33.0,6.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-23,16.5,3.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-24,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-25,22.0,4.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-26,22.0,4.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-27,55.0,10.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-28,33.0,6.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-29,16.5,3.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-30,49.5,9.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-01-31,55.0,10.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-01,33.0,6.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-02,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-03,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-04,22.0,4.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-05,49.5,9.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-06,27.5,5.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-07,60.5,11.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-08,38.5,7.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-09,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-10,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-11,33.0,6.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-12,44.0,8.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-13,11.0,2.0,5.5,,24 OUNCE,1
90,00271292000003,SOURDOUGH SLICED,2014-02-14,38.5,7.0,5.5,,24 OUNCE,1
