store_id,upc_code,item_name,date,amount,quantity,unit_price,category,size,msu
90,00271078000005,BRIOCHE LOAF,2016-01-22,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-23,34.95,5.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-24,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-25,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-27,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-28,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-29,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-30,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-01-31,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-01,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-02,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-03,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-05,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-07,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-08,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-09,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-10,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-12,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-13,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-14,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-17,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-18,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-21,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-23,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-24,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-26,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-27,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-28,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-02-29,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-01,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-02,27.96,4.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-03,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-04,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-05,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-06,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-07,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-08,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-09,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-10,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-11,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-12,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-13,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-14,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-15,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-16,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-17,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-18,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-19,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-21,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-22,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-24,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-03-26,41.94,6.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-01,27.96,4.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-02,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-03,27.96,4.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-06,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-07,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-08,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-09,27.96,4.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-11,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-12,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-14,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-16,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-17,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-18,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-19,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-20,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-22,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-24,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-25,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-27,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-28,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-04-30,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-01,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-03,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-04,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-06,27.96,4.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-08,6.99,1.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-09,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-10,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-11,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-13,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-14,27.96,4.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-18,20.97,3.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-21,13.98,2.0,6.99,,EA,1
90,00271078000005,BRIOCHE LOAF,2016-05-23,6.99,1.0,6.99,,EA,1
