store_id,upc_code,item_name,date,amount,quantity,unit_price,category,size,msu
90,00257254000007,CAESAR SALAD,2014-01-02,17.85,3.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-03,29.75,5.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-05,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-06,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-08,17.85,3.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-09,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-10,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-13,23.8,4.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-15,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-16,47.6,8.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-17,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-18,17.85,3.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-19,17.85,3.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-20,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-22,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-23,23.8,4.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-24,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-25,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-26,29.75,5.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-28,35.7,6.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-29,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-30,29.75,5.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-01-31,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-01,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-02,17.85,3.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-03,23.8,4.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-05,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-06,17.85,3.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-07,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-08,5.95,1.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-12,29.75,5.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-13,41.65,7.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-14,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-15,23.8,4.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-16,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-17,11.9,2.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-18,29.75,5.0,5.95,,EACH,1
90,00257254000007,CAESAR SALAD,2014-02-20,23.8,4.0,5.95,,EACH,1
